game_key_suffix,season,game_date_et,away,home,away_final,home_final,close_total,close_home_spread,ml_away,ml_home,source_url
sbr:2019-20:2019-12-10:WAS:CHA,2019-20,2019-12-10,WAS,CHA,107,114,229.0,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:ATL:CHI,2019-20,2019-12-11,ATL,CHI,102,136,221.5,-6.5,225,-275,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:BOS:IND,2019-20,2019-12-11,BOS,IND,117,122,211.0,-1.0,100,-120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:CHA:BKN,2019-20,2019-12-11,CHA,BKN,113,108,217.0,-10.0,400,-550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:HOU:CLE,2019-20,2019-12-11,HOU,CLE,116,110,230.0,11.5,-800,550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:LAC:TOR,2019-20,2019-12-11,LAC,TOR,112,92,222.5,2.5,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:LAL:ORL,2019-20,2019-12-11,LAL,ORL,96,87,210.5,8.5,-430,330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:MEM:PHX,2019-20,2019-12-11,MEM,PHX,115,108,230.5,-7.0,240,-300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:NOP:MIL,2019-20,2019-12-11,NOP,MIL,112,127,232.5,-9.5,350,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-11:OKC:SAC,2019-20,2019-12-11,OKC,SAC,93,94,207.5,-1.5,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-12:DAL:DET,2019-20,2019-12-12,DAL,DET,122,111,217.5,6.5,-310,250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-12:PHI:BOS,2019-20,2019-12-12,PHI,BOS,115,109,212.5,-1.0,-105,-115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-12:POR:DEN,2019-20,2019-12-12,POR,DEN,99,114,216.5,-7.5,260,-330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:CHA:CHI,2019-20,2019-12-13,CHA,CHI,83,73,213.5,-7.0,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:GSW:UTA,2019-20,2019-12-13,GSW,UTA,106,114,211.0,-14.0,800,-1400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:HOU:ORL,2019-20,2019-12-13,HOU,ORL,130,107,220.5,6.5,-275,225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:IND:ATL,2019-20,2019-12-13,IND,ATL,110,100,224.5,6.0,-265,215,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:LAC:MIN,2019-20,2019-12-13,LAC,MIN,124,117,228.0,4.5,-200,170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:LAL:MIA,2019-20,2019-12-13,LAL,MIA,113,110,211.5,5.5,-240,190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:MIL:MEM,2019-20,2019-12-13,MIL,MEM,127,114,229.0,12.5,-1100,700,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:NOP:PHI,2019-20,2019-12-13,NOP,PHI,109,116,222.0,-7.0,250,-310,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-13:NYK:SAC,2019-20,2019-12-13,NYK,SAC,103,101,210.5,-9.0,330,-430,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-14:BKN:TOR,2019-20,2019-12-14,BKN,TOR,102,110,218.5,-7.0,255,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-14:CLE:MIL,2019-20,2019-12-14,CLE,MIL,108,125,223.0,-14.0,850,-1500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-14:DET:HOU,2019-20,2019-12-14,DET,HOU,115,107,225.5,-7.5,260,-330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-14:LAC:CHI,2019-20,2019-12-14,LAC,CHI,106,109,214.0,3.0,-155,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-14:OKC:DEN,2019-20,2019-12-14,OKC,DEN,102,110,204.5,-6.0,210,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:CHA:IND,2019-20,2019-12-15,CHA,IND,85,107,210.0,-11.5,550,-800,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:LAL:ATL,2019-20,2019-12-15,LAL,ATL,101,96,229.0,12.0,-850,575,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:NYK:DEN,2019-20,2019-12-15,NYK,DEN,105,111,208.5,-10.5,500,-700,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:ORL:NOP,2019-20,2019-12-15,ORL,NOP,130,119,216.5,0.0,-110,-110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:PHI:BKN,2019-20,2019-12-15,PHI,BKN,89,109,220.0,3.5,-170,145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-15:SAC:GSW,2019-20,2019-12-15,SAC,GSW,100,79,209.5,4.5,-200,170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:CHI:OKC,2019-20,2019-12-16,CHI,OKC,106,109,208.5,-5.5,190,-240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:CLE:TOR,2019-20,2019-12-16,CLE,TOR,113,133,216.5,-13.0,750,-1200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:DAL:MIL,2019-20,2019-12-16,DAL,MIL,120,116,227.5,-10.5,525,-750,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:MIA:MEM,2019-20,2019-12-16,MIA,MEM,111,118,217.0,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:POR:PHX,2019-20,2019-12-16,POR,PHX,111,110,227.0,2.5,-135,115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:SAS:HOU,2019-20,2019-12-16,SAS,HOU,107,109,232.0,-10.5,450,-650,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-16:WAS:DET,2019-20,2019-12-16,WAS,DET,133,119,232.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-17:ATL:NYK,2019-20,2019-12-17,ATL,NYK,120,143,226.0,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-17:LAL:IND,2019-20,2019-12-17,LAL,IND,102,105,213.0,1.0,-120,100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-17:ORL:UTA,2019-20,2019-12-17,ORL,UTA,102,109,208.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-17:PHX:LAC,2019-20,2019-12-17,PHX,LAC,99,120,225.0,-15.0,850,-1500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-17:SAC:CHA,2019-20,2019-12-17,SAC,CHA,102,110,208.0,5.0,-220,180,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:BOS:DAL,2019-20,2019-12-18,BOS,DAL,109,103,215.5,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:CHA:CLE,2019-20,2019-12-18,CHA,CLE,98,100,211.0,-3.0,125,-145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:GSW:POR,2019-20,2019-12-18,GSW,POR,112,122,221.5,-9.0,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:MEM:OKC,2019-20,2019-12-18,MEM,OKC,122,126,219.5,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:MIA:PHI,2019-20,2019-12-18,MIA,PHI,108,104,208.5,-8.0,290,-380,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:NOP:MIN,2019-20,2019-12-18,NOP,MIN,107,99,229.5,-3.5,145,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:ORL:DEN,2019-20,2019-12-18,ORL,DEN,104,113,205.0,-9.0,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-18:TOR:DET,2019-20,2019-12-18,TOR,DET,112,99,217.0,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-19:BKN:SAS,2019-20,2019-12-19,BKN,SAS,105,118,219.5,-4.0,160,-190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-19:LAL:MIL,2019-20,2019-12-19,LAL,MIL,104,111,227.0,-3.5,140,-160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-19:UTA:ATL,2019-20,2019-12-19,UTA,ATL,111,106,224.5,6.5,-280,230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:DAL:PHI,2019-20,2019-12-20,DAL,PHI,117,98,212.0,-8.5,325,-425,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:DET:BOS,2019-20,2019-12-20,DET,BOS,93,114,211.0,-9.0,350,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:MEM:CLE,2019-20,2019-12-20,MEM,CLE,107,114,222.5,2.5,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:MIN:DEN,2019-20,2019-12-20,MIN,DEN,100,109,215.5,-11.0,525,-750,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:NOP:GSW,2019-20,2019-12-20,NOP,GSW,102,106,221.5,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:NYK:MIA,2019-20,2019-12-20,NYK,MIA,114,129,216.5,-9.0,400,-550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:ORL:POR,2019-20,2019-12-20,ORL,POR,103,118,218.5,-3.5,145,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:PHX:OKC,2019-20,2019-12-20,PHX,OKC,108,126,224.5,-3.0,130,-150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:SAC:IND,2019-20,2019-12-20,SAC,IND,105,119,209.5,-5.0,180,-220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-20:WAS:TOR,2019-20,2019-12-20,WAS,TOR,118,122,229.5,-6.5,220,-270,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:ATL:BKN,2019-20,2019-12-21,ATL,BKN,112,122,231.5,-7.5,270,-340,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:HOU:PHX,2019-20,2019-12-21,HOU,PHX,139,125,234.5,8.5,-425,325,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:LAC:SAS,2019-20,2019-12-21,LAC,SAS,134,109,225.5,7.5,-310,250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:MIL:NYK,2019-20,2019-12-21,MIL,NYK,123,102,227.0,13.0,-1200,750,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:MIN:POR,2019-20,2019-12-21,MIN,POR,106,113,227.5,-7.0,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:SAC:MEM,2019-20,2019-12-21,SAC,MEM,115,119,221.5,2.0,-135,115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:UTA:CHA,2019-20,2019-12-21,UTA,CHA,114,107,208.0,7.0,-300,240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-21:WAS:PHI,2019-20,2019-12-21,WAS,PHI,108,125,227.0,-12.5,700,-1100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-22:CHA:BOS,2019-20,2019-12-22,CHA,BOS,93,119,210.0,-12.0,650,-1000,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-22:DAL:TOR,2019-20,2019-12-22,DAL,TOR,107,110,218.0,-1.5,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-22:DEN:LAL,2019-20,2019-12-22,DEN,LAL,128,104,208.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-22:IND:MIL,2019-20,2019-12-22,IND,MIL,89,117,220.5,-8.5,310,-410,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:CHI:ORL,2019-20,2019-12-23,CHI,ORL,95,103,205.5,-5.0,170,-200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:DEN:PHX,2019-20,2019-12-23,DEN,PHX,113,111,218.5,2.5,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:HOU:SAC,2019-20,2019-12-23,HOU,SAC,113,104,230.0,6.0,-270,220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:NOP:POR,2019-20,2019-12-23,NOP,POR,102,94,229.5,-6.0,200,-250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:PHI:DET,2019-20,2019-12-23,PHI,DET,125,109,215.0,6.5,-275,225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:SAS:MEM,2019-20,2019-12-23,SAS,MEM,145,115,228.5,1.0,-115,-105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:UTA:MIA,2019-20,2019-12-23,UTA,MIA,104,107,213.5,-4.5,160,-190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-23:WAS:NYK,2019-20,2019-12-23,WAS,NYK,121,115,227.5,-3.5,145,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-25:BOS:TOR,2019-20,2019-12-25,BOS,TOR,118,102,213.5,4.0,-185,155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-25:HOU:GSW,2019-20,2019-12-25,HOU,GSW,104,116,230.0,11.5,-800,550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-25:LAC:LAL,2019-20,2019-12-25,LAC,LAL,111,106,223.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-25:MIL:PHI,2019-20,2019-12-25,MIL,PHI,109,121,221.0,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-25:NOP:DEN,2019-20,2019-12-25,NOP,DEN,112,100,216.0,-9.0,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-26:MEM:OKC,2019-20,2019-12-26,MEM,OKC,110,97,224.0,-6.0,215,-265,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-26:NYK:BKN,2019-20,2019-12-26,NYK,BKN,94,82,226.0,-7.0,270,-340,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-26:POR:UTA,2019-20,2019-12-26,POR,UTA,115,121,222.0,-5.5,190,-240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-26:SAS:DAL,2019-20,2019-12-26,SAS,DAL,98,102,226.5,-8.0,280,-360,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-26:WAS:DET,2019-20,2019-12-26,WAS,DET,102,132,228.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-27:CLE:BOS,2019-20,2019-12-27,CLE,BOS,117,129,215.5,-14.0,800,-1400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-27:IND:MIA,2019-20,2019-12-27,IND,MIA,112,113,211.5,-5.0,175,-210,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-27:MIL:ATL,2019-20,2019-12-27,MIL,ATL,112,86,235.5,7.5,-350,275,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-27:PHI:ORL,2019-20,2019-12-27,PHI,ORL,97,98,210.0,4.0,-185,155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-27:PHX:GSW,2019-20,2019-12-27,PHX,GSW,96,105,225.0,3.5,-170,145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:ATL:CHI,2019-20,2019-12-28,ATL,CHI,81,116,217.0,-9.5,425,-600,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:BKN:HOU,2019-20,2019-12-28,BKN,HOU,98,108,234.5,-9.0,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:CLE:MIN,2019-20,2019-12-28,CLE,MIN,94,88,217.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:DAL:GSW,2019-20,2019-12-28,DAL,GSW,141,121,218.0,11.0,-700,500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:DET:SAS,2019-20,2019-12-28,DET,SAS,109,136,222.5,-5.0,180,-220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:LAL:POR,2019-20,2019-12-28,LAL,POR,128,120,223.0,5.0,-240,190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:MEM:DEN,2019-20,2019-12-28,MEM,DEN,110,119,218.5,-9.0,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:NYK:WAS,2019-20,2019-12-28,NYK,WAS,107,100,228.5,3.0,-160,140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:ORL:MIL,2019-20,2019-12-28,ORL,MIL,100,111,216.5,-6.0,220,-270,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:PHX:SAC,2019-20,2019-12-28,PHX,SAC,112,110,217.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:TOR:BOS,2019-20,2019-12-28,TOR,BOS,113,97,216.0,-7.5,260,-330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-28:UTA:LAC,2019-20,2019-12-28,UTA,LAC,120,107,221.5,-7.5,280,-360,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-29:CHA:MEM,2019-20,2019-12-29,CHA,MEM,104,117,219.5,-2.5,125,-145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-29:DAL:LAL,2019-20,2019-12-29,DAL,LAL,95,108,224.5,-5.0,175,-210,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-29:OKC:TOR,2019-20,2019-12-29,OKC,TOR,98,97,209.5,-4.5,160,-190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-29:SAC:DEN,2019-20,2019-12-29,SAC,DEN,115,120,208.0,-7.5,275,-350,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-30:ATL:ORL,2019-20,2019-12-30,ATL,ORL,101,93,209.5,-10.5,500,-700,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-30:DET:UTA,2019-20,2019-12-30,DET,UTA,81,104,217.5,-9.5,375,-500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-30:MIA:WAS,2019-20,2019-12-30,MIA,WAS,105,123,224.5,11.0,-750,525,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-30:MIL:CHI,2019-20,2019-12-30,MIL,CHI,123,102,220.0,8.5,-450,350,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-30:PHX:POR,2019-20,2019-12-30,PHX,POR,122,116,232.5,-4.0,145,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-31:BOS:CHA,2019-20,2019-12-31,BOS,CHA,109,92,210.5,7.5,-400,300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-31:CLE:TOR,2019-20,2019-12-31,CLE,TOR,97,117,217.5,-8.0,350,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-31:DAL:OKC,2019-20,2019-12-31,DAL,OKC,101,106,217.0,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-31:DEN:HOU,2019-20,2019-12-31,DEN,HOU,104,130,225.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2019-20:2019-12-31:LAC:SAC,2019-20,2019-12-31,LAC,SAC,105,87,220.0,6.5,-280,230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2019-20
sbr:2020-21:2020-12-22:GSW:BKN,2020-21,2020-12-22,GSW,BKN,99,125,234.5,-7.5,265,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-22:LAC:LAL,2020-21,2020-12-22,LAC,LAL,116,109,219.0,-2.0,115,-135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:ATL:CHI,2020-21,2020-12-23,ATL,CHI,124,104,234.0,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:DAL:PHX,2020-21,2020-12-23,DAL,PHX,102,106,232.5,-1.5,100,-120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:DET:MIN,2020-21,2020-12-23,DET,MIN,101,111,224.5,-5.5,190,-220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:MIA:ORL,2020-21,2020-12-23,MIA,ORL,107,113,219.0,4.5,-190,170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:MIL:BOS,2020-21,2020-12-23,MIL,BOS,121,122,223.0,4.5,-190,170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:NOP:TOR,2020-21,2020-12-23,NOP,TOR,113,99,228.5,-3.5,150,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:NYK:IND,2020-21,2020-12-23,NYK,IND,107,121,215.5,-7.5,270,-330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:SAS:MEM,2020-21,2020-12-23,SAS,MEM,131,119,230.0,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-23:WAS:PHI,2020-21,2020-12-23,WAS,PHI,107,113,230.5,-7.0,250,-300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
sbr:2020-21:2020-12-25:DAL:LAL,2020-21,2020-12-25,DAL,LAL,115,138,226.0,-6.0,225,-265,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2020-21
